paises;quantidade_kg;valor;categorias;ano
Não declarados;-;-;Vinhos de mesa;2017
Outros;-;-;Vinhos de mesa;2017
Total;147.600.655;431.979.112;Vinhos de mesa;2017
Africa do Sul;9.882;64.582;Espumantes;2017
Alemanha;12.447;26.877;Espumantes;2017
Argentina;1.333.420;4.123.623;Espumantes;2017
Austrália;-;-;Espumantes;2017
Austria;-;-;Espumantes;2017
Bermudas;5;67;Espumantes;2017
Bahamas;-;-;Espumantes;2017
Bélgica;-;-;Espumantes;2017
Brasil;-;-;Espumantes;2017
Bulgaria;976;1.535;Espumantes;2017
Canada;54;1.017;Espumantes;2017
Chile;342.625;959.421;Espumantes;2017
Croácia;-;-;Espumantes;2017
Cuba;-;-;Espumantes;2017
Emirados Arabes Unidos;-;-;Espumantes;2017
Eslovênia;803;2.982;Espumantes;2017
Espanha;2.236.061;5.668.798;Espumantes;2017
Estados Unidos;181;2.053;Espumantes;2017
França;1.268.840;13.164.535;Espumantes;2017
Geórgia;915;2.325;Espumantes;2017
Grecia;92;366;Espumantes;2017
Hong Kong;-;-;Espumantes;2017
Hungria;2.090;3.828;Espumantes;2017
Indonesia;-;-;Espumantes;2017
Irlanda;-;-;Espumantes;2017
Israel;-;-;Espumantes;2017
Itália;1.169.909;3.356.633;Espumantes;2017
Luxemburgo;-;-;Espumantes;2017
Mexico;-;-;Espumantes;2017
Moldávia;2.892;3.713;Espumantes;2017
Nova Zelândia;270;3.114;Espumantes;2017
Paises Baixos;-;-;Espumantes;2017
Panama;-;-;Espumantes;2017
Peru;-;-;Espumantes;2017
Portugal;103.443;391.952;Espumantes;2017
Reino Unido;-;-;Espumantes;2017
Romenia;1.914;5.007;Espumantes;2017
Suíça;-;-;Espumantes;2017
Tunisia;-;-;Espumantes;2017
Ucrânia;1.330;1.616;Espumantes;2017
Uruguai;1.206;5.579;Espumantes;2017
Não consta na tabela;-;-;Espumantes;2017
Não declarados;-;-;Espumantes;2017
Outros;-;-;Espumantes;2017
Total;6.489.355;27.789.623;Espumantes;2017
Argélia;-;-;Uvas frescas;2017
Argentina;771.187;1.053.519;Uvas frescas;2017
Brasil;-;-;Uvas frescas;2017
Chile;6.536.258;9.640.996;Uvas frescas;2017
Colômbia;-;-;Uvas frescas;2017
Egito;27.760;53.709;Uvas frescas;2017
Espanha;-;-;Uvas frescas;2017
Estados Unidos;-;-;Uvas frescas;2017
Grécia;-;-;Uvas frescas;2017
Itália;-;-;Uvas frescas;2017
México;414.622;902.301;Uvas frescas;2017
Peru;-;-;Uvas frescas;2017
Paraguai;-;-;Uvas frescas;2017
Portugal;-;-;Uvas frescas;2017
Panamá;-;-;Uvas frescas;2017
Reino Unido;-;-;Uvas frescas;2017
Uruguai;-;-;Uvas frescas;2017
Venezuela;-;-;Uvas frescas;2017
Não consta na tabela;-;-;Uvas frescas;2017
Outros;-;-;Uvas frescas;2017
Total;7.749.827;11.650.525;Uvas frescas;2017
Afeganistão;-;-;Uvas passas;2017
África do Sul;657.826;1.266.633;Uvas passas;2017
Alemanha, República Democrática;-;-;Uvas passas;2017
Arábia Saudita;-;-;Uvas passas;2017
Argentina;20.829.418;35.659.325;Uvas passas;2017
Austrália;-;-;Uvas passas;2017
Bélgica;-;-;Uvas passas;2017
Chile;3.584.100;5.524.707;Uvas passas;2017
China;-;-;Uvas passas;2017
China Continental;-;-;Uvas passas;2017
Cingapura;-;-;Uvas passas;2017
Costa Rica;49.000;95.550;Uvas passas;2017
Emirados;-;-;Uvas passas;2017
Espanha;-;-;Uvas passas;2017
Estados Unidos;115.517;380.380;Uvas passas;2017
França;-;-;Uvas passas;2017
Grécia;-;-;Uvas passas;2017
Guiana Britânica;-;-;Uvas passas;2017
Índia;2.767.840;2.568.914;Uvas passas;2017
Irã;403.000;948.438;Uvas passas;2017
Itália;-;-;Uvas passas;2017
Japão;-;-;Uvas passas;2017
México;-;-;Uvas passas;2017
Países Baixos;-;-;Uvas passas;2017
Paraguai;-;-;Uvas passas;2017
Peru;-;-;Uvas passas;2017
Portugal;-;-;Uvas passas;2017
Reino Unido;-;-;Uvas passas;2017
Suécia;-;-;Uvas passas;2017
Turquia;1.477.000;2.602.207;Uvas passas;2017
Uruguai;-;-;Uvas passas;2017
Uzbequistão;132.000;165.492;Uvas passas;2017
Venezuela;-;-;Uvas passas;2017
Não consta na tabela;-;-;Uvas passas;2017
Outros;-;-;Uvas passas;2017
Total;30.015.701;49.211.646;Uvas passas;2017
Africa do Sul;-;-;Suco de uva;2017
Alemanha;-;-;Suco de uva;2017
Argentina;-;-;Suco de uva;2017
Austria;-;-;Suco de uva;2017
Canadá;-;-;Suco de uva;2017
Coreia do Sul, República;-;-;Suco de uva;2017
Coreia do Norte, República;-;-;Suco de uva;2017
Chile;-;-;Suco de uva;2017
China;-;-;Suco de uva;2017
Dinamarca;-;-;Suco de uva;2017
Espanha;-;-;Suco de uva;2017
Estados Unidos;29.414;16.781;Suco de uva;2017
França;-;-;Suco de uva;2017
Guiana;-;-;Suco de uva;2017
Israel;-;-;Suco de uva;2017
itália;-;-;Suco de uva;2017
Japão;-;-;Suco de uva;2017
Líbano;-;-;Suco de uva;2017
México;-;-;Suco de uva;2017
Países Baixos;-;-;Suco de uva;2017
Panamá;-;-;Suco de uva;2017
Peru;-;-;Suco de uva;2017
Portugal;-;-;Suco de uva;2017
Reino Unido;-;-;Suco de uva;2017
Taiwan;-;-;Suco de uva;2017
Turquia;-;-;Suco de uva;2017
Uruguai;-;-;Suco de uva;2017
Venezuela;-;-;Suco de uva;2017
Outros;-;-;Suco de uva;2017
Total;29.414;16.781;Suco de uva;2017
Africa do Sul;738.116;2.266.827;Vinhos de mesa;2018
Alemanha;92.600;438.595;Vinhos de mesa;2018
Argélia;-;-;Vinhos de mesa;2018
Arábia Saudita;-;-;Vinhos de mesa;2018
Argentina;27.980.574;87.519.642;Vinhos de mesa;2018
Armênia;2.385;13.668;Vinhos de mesa;2018
Austrália;579.279;1.590.059;Vinhos de mesa;2018
Áustria;7.403;53.974;Vinhos de mesa;2018
Bermudas;1;4;Vinhos de mesa;2018
Bélgica;-;-;Vinhos de mesa;2018
Bolívia;-;-;Vinhos de mesa;2018
Bósnia-Herzegovina;-;-;Vinhos de mesa;2018
Brasil;1;5;Vinhos de mesa;2018
Bulgária;29.929;43.221;Vinhos de mesa;2018
Canada;884;11.607;Vinhos de mesa;2018
Chile;68.881.232;184.335.335;Vinhos de mesa;2018
China;-;-;Vinhos de mesa;2018
Coreia do Sul, República;-;-;Vinhos de mesa;2018
Croácia;887;35.563;Vinhos de mesa;2018
Emirados Árabes Unidos;-;-;Vinhos de mesa;2018
Eslovênia;31.509;127.726;Vinhos de mesa;2018
Eslováquia;-;-;Vinhos de mesa;2018
Espanha;6.487.047;17.187.749;Vinhos de mesa;2018
Estados Unidos;393.211;3.023.220;Vinhos de mesa;2018
França;4.911.903;25.955.232;Vinhos de mesa;2018
Geórgia;12.506;26.983;Vinhos de mesa;2018
Geórgia do Sul e Sandwich do Sul, Ilhas;1.788;2.797;Vinhos de mesa;2018
Grécia;45.440;148.515;Vinhos de mesa;2018
Hong Kong;-;-;Vinhos de mesa;2018
Hungria;29.260;160.168;Vinhos de mesa;2018
Indonesia;-;-;Vinhos de mesa;2018
Irlanda;-;-;Vinhos de mesa;2018
Israel;19.589;82.489;Vinhos de mesa;2018
Itália;9.622.119;33.330.465;Vinhos de mesa;2018
Japão;-;-;Vinhos de mesa;2018
Iugoslavia;-;-;Vinhos de mesa;2018
Líbano;30.149;182.548;Vinhos de mesa;2018
Luxemburgo;-;-;Vinhos de mesa;2018
Macedônia;-;-;Vinhos de mesa;2018
Marrocos;13.932;46.497;Vinhos de mesa;2018
México;-;-;Vinhos de mesa;2018
Moldávia;38.336;70.282;Vinhos de mesa;2018
Montenegro;-;-;Vinhos de mesa;2018
Noruega;-;-;Vinhos de mesa;2018
Nova Zelândia;52.265;403.597;Vinhos de mesa;2018
Paises Baixos (Holanda);-;-;Vinhos de mesa;2018
Panamá;-;-;Vinhos de mesa;2018
Peru;17.861;84.084;Vinhos de mesa;2018
Porto Rico;-;-;Vinhos de mesa;2018
Portugal;24.108.787;64.795.326;Vinhos de mesa;2018
Reino Unido;1.655;19.595;Vinhos de mesa;2018
Republica Dominicana;-;-;Vinhos de mesa;2018
Romênia;47.715;99.616;Vinhos de mesa;2018
Rússia;-;-;Vinhos de mesa;2018
San Marino;-;-;Vinhos de mesa;2018
Sérvia;-;-;Vinhos de mesa;2018
Síria;1.094;5.187;Vinhos de mesa;2018
Suíça;-;-;Vinhos de mesa;2018
Tcheca, República;4.950;12.044;Vinhos de mesa;2018
Tunísia;-;-;Vinhos de mesa;2018
Turquia;22.087;38.817;Vinhos de mesa;2018
Ucrânia;-;-;Vinhos de mesa;2018
Uruguai;3.394.161;9.867.675;Vinhos de mesa;2018
Não consta na tabela;-;-;Vinhos de mesa;2018
Não declarados;-;-;Vinhos de mesa;2018
Outros;-;-;Vinhos de mesa;2018
Total;147.600.655;431.979.112;Vinhos de mesa;2018
Africa do Sul;9.882;64.582;Espumantes;2018
Alemanha;12.447;26.877;Espumantes;2018
Argentina;1.333.420;4.123.623;Espumantes;2018
Austrália;-;-;Espumantes;2018
Austria;-;-;Espumantes;2018
Bermudas;5;67;Espumantes;2018
Bahamas;-;-;Espumantes;2018
Bélgica;-;-;Espumantes;2018
Brasil;-;-;Espumantes;2018
Bulgaria;976;1.535;Espumantes;2018
Canada;54;1.017;Espumantes;2018
Chile;342.625;959.421;Espumantes;2018
Croácia;-;-;Espumantes;2018
Cuba;-;-;Espumantes;2018
Emirados Arabes Unidos;-;-;Espumantes;2018
Eslovênia;803;2.982;Espumantes;2018
Espanha;2.236.061;5.668.798;Espumantes;2018
Estados Unidos;181;2.053;Espumantes;2018
França;1.268.840;13.164.535;Espumantes;2018
Geórgia;915;2.325;Espumantes;2018
Grecia;92;366;Espumantes;2018
Hong Kong;-;-;Espumantes;2018
Hungria;2.090;3.828;Espumantes;2018
Indonesia;-;-;Espumantes;2018
Irlanda;-;-;Espumantes;2018
Israel;-;-;Espumantes;2018
Itália;1.169.909;3.356.633;Espumantes;2018
Luxemburgo;-;-;Espumantes;2018
Mexico;-;-;Espumantes;2018
Moldávia;2.892;3.713;Espumantes;2018
Nova Zelândia;270;3.114;Espumantes;2018
Paises Baixos;-;-;Espumantes;2018
Panama;-;-;Espumantes;2018
Peru;-;-;Espumantes;2018
Portugal;103.443;391.952;Espumantes;2018
Reino Unido;-;-;Espumantes;2018
Romenia;1.914;5.007;Espumantes;2018
Suíça;-;-;Espumantes;2018
Tunisia;-;-;Espumantes;2018
Ucrânia;1.330;1.616;Espumantes;2018
Uruguai;1.206;5.579;Espumantes;2018
Não consta na tabela;-;-;Espumantes;2018
Não declarados;-;-;Espumantes;2018
Outros;-;-;Espumantes;2018
Total;6.489.355;27.789.623;Espumantes;2018
Argélia;-;-;Uvas frescas;2018
Argentina;771.187;1.053.519;Uvas frescas;2018
Brasil;-;-;Uvas frescas;2018
Chile;6.536.258;9.640.996;Uvas frescas;2018
Colômbia;-;-;Uvas frescas;2018
Egito;27.760;53.709;Uvas frescas;2018
Espanha;-;-;Uvas frescas;2018
Estados Unidos;-;-;Uvas frescas;2018
Grécia;-;-;Uvas frescas;2018
Itália;-;-;Uvas frescas;2018
México;414.622;902.301;Uvas frescas;2018
Peru;-;-;Uvas frescas;2018
Paraguai;-;-;Uvas frescas;2018
Portugal;-;-;Uvas frescas;2018
Panamá;-;-;Uvas frescas;2018
Reino Unido;-;-;Uvas frescas;2018
Uruguai;-;-;Uvas frescas;2018
Venezuela;-;-;Uvas frescas;2018
Não consta na tabela;-;-;Uvas frescas;2018
Outros;-;-;Uvas frescas;2018
Total;7.749.827;11.650.525;Uvas frescas;2018
Afeganistão;-;-;Uvas passas;2018
África do Sul;657.826;1.266.633;Uvas passas;2018
Alemanha, República Democrática;-;-;Uvas passas;2018
Arábia Saudita;-;-;Uvas passas;2018
Argentina;20.829.418;35.659.325;Uvas passas;2018
Austrália;-;-;Uvas passas;2018
Bélgica;-;-;Uvas passas;2018
Chile;3.584.100;5.524.707;Uvas passas;2018
China;-;-;Uvas passas;2018
China Continental;-;-;Uvas passas;2018
Cingapura;-;-;Uvas passas;2018
Costa Rica;49.000;95.550;Uvas passas;2018
Emirados;-;-;Uvas passas;2018
Espanha;-;-;Uvas passas;2018
Estados Unidos;115.517;380.380;Uvas passas;2018
França;-;-;Uvas passas;2018
Grécia;-;-;Uvas passas;2018
Guiana Britânica;-;-;Uvas passas;2018
Índia;2.767.840;2.568.914;Uvas passas;2018
Irã;403.000;948.438;Uvas passas;2018
Itália;-;-;Uvas passas;2018
Japão;-;-;Uvas passas;2018
México;-;-;Uvas passas;2018
Países Baixos;-;-;Uvas passas;2018
Paraguai;-;-;Uvas passas;2018
Peru;-;-;Uvas passas;2018
Portugal;-;-;Uvas passas;2018
Reino Unido;-;-;Uvas passas;2018
Suécia;-;-;Uvas passas;2018
Turquia;1.477.000;2.602.207;Uvas passas;2018
Uruguai;-;-;Uvas passas;2018
Uzbequistão;132.000;165.492;Uvas passas;2018
Venezuela;-;-;Uvas passas;2018
Não consta na tabela;-;-;Uvas passas;2018
Outros;-;-;Uvas passas;2018
Total;30.015.701;49.211.646;Uvas passas;2018
Africa do Sul;-;-;Suco de uva;2018
Alemanha;-;-;Suco de uva;2018
Argentina;-;-;Suco de uva;2018
Austria;-;-;Suco de uva;2018
Canadá;-;-;Suco de uva;2018
Coreia do Sul, República;-;-;Suco de uva;2018
Coreia do Norte, República;-;-;Suco de uva;2018
Chile;-;-;Suco de uva;2018
China;-;-;Suco de uva;2018
Dinamarca;-;-;Suco de uva;2018
Espanha;-;-;Suco de uva;2018
Estados Unidos;29.414;16.781;Suco de uva;2018
França;-;-;Suco de uva;2018
Guiana;-;-;Suco de uva;2018
Israel;-;-;Suco de uva;2018
itália;-;-;Suco de uva;2018
Japão;-;-;Suco de uva;2018
Líbano;-;-;Suco de uva;2018
México;-;-;Suco de uva;2018
Países Baixos;-;-;Suco de uva;2018
Panamá;-;-;Suco de uva;2018
Peru;-;-;Suco de uva;2018
Portugal;-;-;Suco de uva;2018
Reino Unido;-;-;Suco de uva;2018
Taiwan;-;-;Suco de uva;2018
Turquia;-;-;Suco de uva;2018
Uruguai;-;-;Suco de uva;2018
Venezuela;-;-;Suco de uva;2018
Outros;-;-;Suco de uva;2018
Total;29.414;16.781;Suco de uva;2018
Africa do Sul;738.116;2.266.827;Vinhos de mesa;2019
Alemanha;92.600;438.595;Vinhos de mesa;2019
Argélia;-;-;Vinhos de mesa;2019
Arábia Saudita;-;-;Vinhos de mesa;2019
Argentina;27.980.574;87.519.642;Vinhos de mesa;2019
Armênia;2.385;13.668;Vinhos de mesa;2019
Austrália;579.279;1.590.059;Vinhos de mesa;2019
Áustria;7.403;53.974;Vinhos de mesa;2019
Bermudas;1;4;Vinhos de mesa;2019
Bélgica;-;-;Vinhos de mesa;2019
Bolívia;-;-;Vinhos de mesa;2019
Bósnia-Herzegovina;-;-;Vinhos de mesa;2019
Brasil;1;5;Vinhos de mesa;2019
Bulgária;29.929;43.221;Vinhos de mesa;2019
Canada;884;11.607;Vinhos de mesa;2019
Chile;68.881.232;184.335.335;Vinhos de mesa;2019
China;-;-;Vinhos de mesa;2019
Coreia do Sul, República;-;-;Vinhos de mesa;2019
Croácia;887;35.563;Vinhos de mesa;2019
Emirados Árabes Unidos;-;-;Vinhos de mesa;2019
Eslovênia;31.509;127.726;Vinhos de mesa;2019
Eslováquia;-;-;Vinhos de mesa;2019
Espanha;6.487.047;17.187.749;Vinhos de mesa;2019
Estados Unidos;393.211;3.023.220;Vinhos de mesa;2019
França;4.911.903;25.955.232;Vinhos de mesa;2019
Geórgia;12.506;26.983;Vinhos de mesa;2019
